question_id,question_content,question_tags
1420783,ive notic stronger vagin odor late  could yeast infect vb without itch discharg,yeast infect  notic vagin odor  yeast  candida
1423325,neuro diagnosi ms 7 21 14  rheumatologist think also sarcoidosi lupus  lesion biopsi today blood work neg  possibl,system lupus erythematosus  multipl sclerosi  sarcoidosi  biopsi
1425454,found small pain enlarg lymph node near breast armpit  apart thing like cancer els could,cancer
1425838,broad osteophyt complex w  moder foramin stenosi c6 7   neck pain  esp  left shoulder  arm   bone spur press nerv root,neck pain  nerv  osteophyt  bone spur
1425869,mono mcr mean rx nitrofurantoin,mono  macrodantin  nitrofurantoin  macrobid  furadantin
1426877,abdomin pain  nausea  occasion vomit three month  normal scan  endoscopi colonoscopi except mild antral gastriti  idea,vomit  nausea  abdomin pain  abdomin discomfort  belli pain  colonoscopi  gastriti  endoscopi
1427189,2 month ago strep throat took antibiot went away   one tonsil swollen  concern,strep throat  antibiot
1428024,havent period 12 month  2 complic ovarian cyst recent ultrasound  today woke bleed   normal,ovarian cyst  sonogram  dysfunct uterin bleed  menstrual period
1430070,37 allerg mom dachshund  eye tear  red itch  nose runni sneez  hate benadryl  25mg hydroxzin ok,diphenhydramin  benadryl
1431688,ive diarrhea  headach went away stomach flu colon cancer answer back asap im 17,stomach flu  loos stool  headach  gastroenter  diarrhea  flu  cancer  colon cancer  colon
1432272,   	 diabet sinc 5 year last 5 year  fast  blood glucos 125134 mg dl  blood sugar level two hour eati,diabet  blood sugar
1433517,sever throb pain right side head  dizzi  lighthead  nausea vomit  symptom wors movement ,dizzi  vomit  lightheaded  common migrain  emesi
1434306,unprotect sex last day period  im 1 week late nausea sore nippl minor cramp  could pregnant,nausea  sore nippl  pregnanc  sex
1435393,clear chest xray decemb that 2 differ doctor would  scare lung cancer cough  like,cough  anxieti disord  cancer  munchausen syndrom  lung cancer  xray chest  roentgen ray
1435568,big toe sore  skin red  squeez pus came side toe nail  possibl ingrown toe nail  infect ,skin pain  ingrown toenail  pus  sore skin
1436456,safe give 14 month old benadryl alreadi take 5ml zyrtec,zyrtec  diphenhydramin  cetirizin  benadryl
1440045,hi   protect sex csw 5 week ago  test hiv 3week rna pcr cmia combo  came negat  test test 4 week  came negat  today  test 5th week cmia combo test came negat ,human immunodefici virus  pcr  polymeras chain reaction  rna  sex  hiv test  hiv
1441705,brown discharg  2 period last month  2nd one occur intercours n start bleed  might caus miscarriag  pls help,pregnanc loss  spontan abort
1441854,need altern zirtec allergyinduc asthma  allegra benadryl dont work  albuterol asthma inhalar  claritin give nasal pain ,pediatr allergi asthma  asthma med  oxymetazolin  xyzal  xopenex hfa  dulera  singulair  omnari
1442400,swollen feet ankl calf red marksnot itchi skin  swollen three week water tab noth ,pedal edema  foot swell
1442729,gall bladder surgeri 18 day ago  doctor post opt visit told peel dermabond  wound look fine  nervous  hurt,wound  surgeri  bladder surgeri  bladder
1443214,sore throat white spot look like kanker sore back throat also red bloodi spot right next  idea,throat pain  sore throat  aphthous stomat
1444458,dad scanner result said prediculair liver tissu mass extend peri pancreat cephal need biopsi mean cancer killer,cancer  biopsi
1449333,what medic consensus fibroscan reliabl diagnost tool esld cirrhosi,cirrhosi liver  termin liver diseas
1450947,unprotect sex start spot two day later day  twelv day later start bleed similar period  pregnanc menestr,sex  pregnanc  menstrual period  menstrual cycl
1451272,cyst painless mean isnt infect would caus nearbi lymph node swell im 18 cyst swollen node armpit ,
1452850,risk sever cervic spinal stenosi myelopathi almost csf around t3 t46 due narrow disk steno,spinal stenosi  myelopathi  spinal cord diseas  triiodothyronin  t3  thyroxin  liothyronin  csf  cerebrospin fluid
1454237,galactorrhea breast 1 clear 1 milki  upon squeez  prolactin thyroid  blood test norm get testingnot preg,galactorrhea  prolactin  thyroid blood test
1456731,2 sore mouth  1 small bright red sore soft palat teeth 1 underneath tip tongu small red border white center  u canker sore oral herp @the time,canker sore  oral herp simplex  herp  hsv  palat
1457723,period near 6 month  low back  abdomen pelvic pain  frequent urin  blood urin  headsch  nt sexali activ  15 yrs old  chill  nausea,headach  nausea  pelvic pain  blood urin  polyuria  frequent urin  urin look like blood  urin  micturit  urin
1458242,ate plane food chicken+spinach+potato brother diarrhea  vomit   continu 5 day  blood stool ,vomit  diarrhea  loos stool  blood stool  gastrointestin bleed  digest bleed  emesi  nutrit  fece
1460478,know daughter complet puberti normal period sev year  public hair  growth spurt  minor breast develop though quit flatchest,mens  menstrual period  puberti  breast develop
1470555,bad bloat upper abdomen chest  frequent bowel movement  reflux  belch  pain center chest  clear cardiolog  thought,reflux  belch  diarrhea  abdomin bloat  defec  bowel movement  bowel  intestin  cardiolog
1473640,stomach cramp diarrhea littl blood 30 min everi meal 9 day  symptom  could symptom colon bowel cancer,loos stool  diarrhea  stomach cramp  cancer  colon cancer  colon  bowel  intestin
1474258,alt 57 u l ast 32 u l  bilirubin total 0 60 mg dl  alkalin  phosphat 55 u l hbs ag: negat > lab indic liver inflamm,hepat  inflamm  k phos  phosphat  sgot  sgpt  bilirubin  ast
1494383,month back fraxctur ankl foot  told last appoint aug wear brace month bare wieght  still cant bare weight ankl bone fractur look place,broken bone  brace
1506138,make bowel movement take 2 hour stool soft constip hemorrhoid anal fissur doc fix bowel movement,constip  intestin  fece  hemorrhoid  bowel movement  bowel  anal swell
1506172,inner side feet hurt realli bad whenev walk  feel like bone stick outnot ankl lower foot  help,foot pain
1517055,9 year old daughter nausea  headach sore throat fever diarrhea vomit ,vomit  throat pain  sore throat  nausea  diarrhea  headach  fever  loos stool  emesi
1522367,woke numb bottom lip due tooth hurt  dr got pull today  still numb  go away perman  said good extracti,numb
1527365,pain center chest  echo ekg normal  anxieti 7 month pregnant  pain left side neck left shoulder blade also,feel anxious  electrocardiogram  pregnanc  echo  anxieti
1529597,anyth increas possibl regain full feel lower lip chin wisdom teeth extract,wisdom teeth  tooth extract
1531161,sore throat  bright red throat tonsil  swollen tonsil  look like tonsil stone deep tonsillar crypt  swollen lymph node  go doctor,sore throat  throat pain  swollen tonsil  swollen gland  tonsil stone  enlarg lymph node
1531978,mid cycl bleed spot last month  period  3 day late  mid cycl bleed uterin fibroid  could b pg,uterin fibroid  gynecologist  obstetr gynecolog  gynecolog  pregnanc  femal health  pregnanc test  menstrual period  menstrual cycl  fibroid
1533093,stop depoprovera shot last year septemb  still period   doctor gave pill start 4 week still noth ,depo provera
1533139,nausea day light dizzi  light cramp sex unprotect pull finish sometim late period,nausea  dizzi  delay menstrual period  sex
1545949,skip meal  blood sugar drop start swete  take insulin normal sugar level morn meal ,diabet  appetit  fatigu  blurri vision  cancer  babi low blood sugar  sugar  abnorm liver test  anxieti  novolin
1549801,excruci pain sciatica radiat hip right knee back side leg  psoriat arthriti ,arthriti  pain joint  psoriasi  psoriat arthriti  low back pain  sciatica
1550390,25 year old 9 year smoker quit 2 mnths ago  wake tast blood  spit blood  3 e r  visit  xray lung sound clear  lung cancer gum bleed easi,cancer  lung cancer
1551008,chronic neck  jaw  face  ear  shoulder ligament  joint pain last month get metal tast mouth pain come ,tmj syndrom  manag tmj
1551954,get pregnant 3 day period bleed 2 day spot 3 day could pregnant,pregnanc  menstrual period
1552365,male 29 activ healthi weight nonsmok fam hist recent norm stress test  holter  echo heart oki got worri bc read young adult mis ,stress  stress test  holter monitor  echo
1553074,pain right shoulder blade  circular motion head caus pain neck go right  heart attack  lung cancer muscl sore,
1554067,histori vertigo low blood pressur   normal head get dizzi second get sit posit most kneel floor  also  lie flat bed   head feel bit dizzi ,dizzi  abnorm blood pressur  low blood pressur  postur hypotens  hypotens  vertigo  blood pressur
1568627,gettin good deep rest sleep tri 10 mg melatonin night 2 take ambiem dont work dont want habit form drug,sleep  melatonin  ambien
1568658,5 day ago  skin upper left side left foot went numb  diabet  good blood pressur  sure what caus  ,diabet type 2  diabet  numb  blood pressur
1568751,friend food allergi reaction  unabl access benadryl saudi arabia  action take much zyrtec take,hypersensit  food allergi  zyrtec  nutrit  diphenhydramin  cetirizin  benadryl  allergi
1568847,52year  bulki uterus fibroid anterior wall funder  irregular period  excess bleed clot past 20 day  dnc pap smear normal  ,dysmenorrhea  irregular period  fibroid  pap smear  cervic smear  adenomyosi
1578869,im dental assist numb hand  pain  burn tingl right hand  main middl ring finger  pinki numb,tingl  numb
15889,urinari tract infect common men women,urinari tract infect  enlarg prostat  circumcis  menopaus  estrogen
170359,10 day cipro flagyl diverticul 1 5cm swollen occipit lymphnod  ct abdomin xray negat  thought,dandruff  diverticul  ciprofloxacin  comput tomographi  ciprofloxacin  metronidazol  flagyl  cipro
180036,long take eye heal cataract surgeri one,cataract  cataract surgeri  surgeri  laparoscop surgeri
184038,retin detach surgeri  normal eye hurt,pass gas  flatul  cataract  detach retina  retin detach  retin detach surgeri  surgeri  vision  visual distort  retina
18558,calcif thyroid nodul mean cancer,inflamm thyroid  thyroid nodul  thyroid cancer  cancer  antithyroid medic  nodul  microcalcif
188315,get genet test breast cancer run famili aunt cousin,breast cancer  breast carcinoma  cancer  genet test  femal health
189385,catch type cervic cancer alway sex hpv carrier,cancer  cervic cancer  sex  femal health  condom  hpv
193498,gall bladder stone form,sickl cell diseas  anemia  low blood count  calcium  bile  pigment  gallston  bladder
197486,nondisplac fibula shaft fractur ,broken bone  broken ankl  ankl fractur  podiatri  open repair fibula fractur  cast
212044,test result multinodular goiter radionuclid thyroid scan,goiter  inflamm thyroid  thyroid enlarg  antithyroid medic  thyroid scan  ultrasound thyroid  biopsi  nodul
235781,posit blood stool  dr  wont colonoscopi im candid surgeri  stage 3b lung cancer  sever copd  suggesti,blood stool  cancer  lung cancer  digest bleed  gastrointestin bleed  colonoscopi  copd  fece  surgeri
244804,fish oil supplement good idea lower cholesterol level  number total 236  ldl 150 hdl 71 tric 77  ,trichomona  supplement  total cholesterol  vitamin supplement  statin  niacin  ldl  hdl  fish  fish oil
247633,lithium effect treatment bipolar disord,bipolar disord  mania  bipolar disord  manic depress disord  lithium
248874,grandmoth vascular dementia anybodi know behavior differ alzheim,depress  dementia  alzheim diseas  apathi  disinhibit  agit  vascular dementia  aggress  memori
25227,less toxic altern chemotherapi breast cancer treatment,breast cancer  breast carcinoma  cancer  chemotherapi  cancer treatment  breast cancer treatment  femal health
252815,headach hadnt experienc feel like migrain come nausea vomit dizzi weak also cold toe cold sweat neck pain clammi,asthenia  dizzi  vomit  headach  neck pain  nausea  migrain headach  migrain  low temperatur  emesi
258994,repeat pain swollen joint told gout joint fluid analyz 4 time never crystal negat rheumatoid panel affect finger wrist foot ankl heel knee usual one time occasional,joint swell  tendon  arthriti  gout  system lupus erythematosus  rheumatoid arthriti  pain swollen joint  psoriat arthriti  bursiti  synovi fluid
261514,thyroid scan read: left lobe gland  mild enlarg 5 8cm x 1 7 x 2 2    avascular 3 mm hypoecho nodul lower pole left lobe  would know  hot cold,overact thyroid  inflamm thyroid  hyperthyroid  antithyroid medic  low temperatur  sonogram  nodul  thyroid scan
263823,10 yo son swollen node front back neck also elbow fever sore throat ,fever  sore throat  throat pain  inflamm  syphili  rubella
264072,everyday coupl month tight head  dull headach templ pain behind eye  neck pain tender touch ,headach  neck pain  chronic pain  pain manag  tactil
264112,hard lump lower inner left leg halfway knee ankl cannot see feel sensit touch worri ,mri scan  tactil
275378,sudden chest pain come  goe get sever nausea  dizzi  fatigu  sweat  vomit  go dr   get admit hospit,chest pain  fatigu  nausea  dizzi  vomit  heart attack  chest pressur  lethargi  chest tight  angina
